AdultTotal,AdultsReleased,AdultsShipped,Comments,DateOfReport,Facility,JackTotal,LethalSpawned,LiveSpawned,Mortality,OnHand,OnHandJacks,Species,Stock,Surplus,TotalEggtake,WeekEndingDate
351,218,20,,4/25/2012 0:00,Cowlitz Salmon Cowlitz- H,43,0,0,0,113,0,Spring Chinook,,0,0,4/26/2012 0:00
6,6,0,,4/25/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,4/26/2012 0:00
499,319,36,,5/2/2012 0:00,Cowlitz Salmon Cowlitz- H,55,0,0,1,143,0,Spring Chinook,,0,0,5/3/2012 0:00
6,6,0,,5/2/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,5/3/2012 0:00
16,0,10,First report of the season.,5/9/2012 0:00,Marblemount Skagit,0,0,0,0,6,0,Spring Chinook,,0,0,5/10/2012 0:00
6,6,0,,5/9/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,5/10/2012 0:00
1,1,0,Released upstream of trap.,5/9/2012 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon,0,0,5/10/2012 0:00
6,6,0,First report of the season.,5/9/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,5/10/2012 0:00
39,25,0,,5/15/2012 0:00,Soos Creek Green River,0,10,29,4,0,0,Late Winter Steelhead,,0,49400,5/17/2012 0:00
66,0,10,,5/16/2012 0:00,Marblemount Skagit,0,0,0,0,56,0,Spring Chinook,,0,0,5/17/2012 0:00
6,6,0,,5/16/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,5/17/2012 0:00
2,2,0,Released upstream of trap.,5/16/2012 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon,0,0,5/17/2012 0:00
6,6,0,,5/16/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,5/17/2012 0:00
1,1,0,First report of the season.,5/16/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,5/17/2012 0:00
2,0,0,First report of the season.,5/16/2012 0:00,Kendall Creek Nooksack,0,0,0,0,2,0,Spring Chinook,,0,0,5/24/2012 0:00
3,0,3,First report of the season.,5/23/2012 0:00,Sol Duc Sol Duc,0,0,0,0,0,0,Summer Chinook,,0,0,5/24/2012 0:00
39,25,0,Final in-season estimate.,5/23/2012 0:00,Soos Creek Green River,0,10,29,4,0,0,Late Winter Steelhead,,0,58063,5/24/2012 0:00
6,6,0,,5/23/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,5/24/2012 0:00
6,6,0,Released upstream of trap.,5/23/2012 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon,0,0,5/24/2012 0:00
32,32,0,,5/23/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,5/24/2012 0:00
1,1,0,First report of the season.,5/23/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,5/24/2012 0:00
10,0,0,,5/30/2012 0:00,Kendall Creek Nooksack,0,0,0,0,10,0,Spring Chinook,,0,0,5/31/2012 0:00
12,0,3,,5/30/2012 0:00,Sol Duc Sol Duc,1,0,0,0,9,0,Summer Chinook,,0,0,5/31/2012 0:00
6,6,0,,5/30/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,5/31/2012 0:00
73,73,0,,5/30/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,5/31/2012 0:00
23,23,0,,5/30/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,5/31/2012 0:00
12,0,12,,6/5/2012 0:00,Sol Duc Sol Duc,1,0,0,0,0,0,Summer Chinook,,0,0,6/7/2012 0:00
25,0,0,,6/6/2012 0:00,Kendall Creek Nooksack,0,0,0,0,25,0,Spring Chinook,,0,0,6/7/2012 0:00
6,6,0,,6/6/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,6/7/2012 0:00
60,0,0,First report of the season.,6/6/2012 0:00,Chelan Twin Lakes,0,60,1652,0,0,0,Westslope Cutthroat,,0,522486,6/7/2012 0:00
25,25,0,Released upstream of trap.,6/6/2012 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon,0,0,6/7/2012 0:00
93,93,0,,6/6/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,6/7/2012 0:00
23,23,0,,6/6/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,6/7/2012 0:00
0,0,0,Final in-season estima,6/11/2012 0:00,CHELAN HATCHERY Twin Lakes- H,0,0,0,0,0,0,Westslope Cutthroat,,0,568386,
45,0,0,,6/13/2012 0:00,Kendall Creek Nooksack,0,0,0,0,45,0,Spring Chinook,,0,0,6/14/2012 0:00
51,0,0,First report of the season.,6/13/2012 0:00,Wallace River Skykomish,0,0,0,1,50,0,Summer Chinook,,0,0,6/14/2012 0:00
6,6,0,,6/13/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,6/14/2012 0:00
51,51,0,Released upstream of trap.,6/13/2012 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon,0,0,6/14/2012 0:00
109,109,0,,6/13/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,6/14/2012 0:00
23,23,0,,6/13/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,6/14/2012 0:00
1972,0,1912,Final in-season estimate.,6/14/2012 0:00,Chelan Twin Lakes,0,60,1972,0,0,0,Westslope Cutthroat,,0,566388,6/21/2012 0:00
105,0,0,,6/20/2012 0:00,Kendall Creek Nooksack,0,0,0,0,105,0,Spring Chinook,,0,0,6/21/2012 0:00
520,0,0,,6/20/2012 0:00,Wallace River Skykomish,0,0,0,4,516,0,Summer Chinook,,0,0,6/21/2012 0:00
6,6,0,,6/20/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,6/21/2012 0:00
92,92,0,Released upstream of trap.,6/20/2012 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon,0,0,6/21/2012 0:00
128,128,0,,6/20/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,6/21/2012 0:00
23,23,0,,6/20/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,6/21/2012 0:00
125,0,0,,6/27/2012 0:00,Kendall Creek Nooksack,0,0,0,0,125,0,Spring Chinook,,0,0,6/28/2012 0:00
780,0,0,,6/27/2012 0:00,Wallace River Skykomish,0,0,0,8,772,0,Summer Chinook,,0,0,6/28/2012 0:00
1,1,0,First report of the season.,6/27/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sockeye,Cowlitz- W,0,0,6/28/2012 0:00
6,6,0,,6/27/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,6/28/2012 0:00
133,133,0,Released upstream of trap.,6/27/2012 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon,0,0,6/28/2012 0:00
142,142,0,,6/27/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,6/28/2012 0:00
23,23,0,,6/27/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,6/28/2012 0:00
1085,0,0,,7/3/2012 0:00,Wallace River Skykomish,20,0,0,14,1071,0,Summer Chinook,,0,0,7/5/2012 0:00
2,2,0,,7/3/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sockeye,Cowlitz- W,0,0,7/5/2012 0:00
6,6,0,,7/3/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,7/5/2012 0:00
164,164,0,,7/3/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,7/5/2012 0:00
23,23,0,,7/3/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,7/5/2012 0:00
175,0,0,,7/4/2012 0:00,Kendall Creek Nooksack,0,0,0,0,175,0,Spring Chinook,,0,0,7/5/2012 0:00
169,169,0,Released upstream of trap.,7/4/2012 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon,0,0,7/5/2012 0:00
2,2,0,,7/10/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sockeye,Cowlitz- W,0,0,7/12/2012 0:00
6,6,0,,7/10/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,7/12/2012 0:00
181,181,0,,7/10/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,7/12/2012 0:00
23,23,0,,7/10/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,7/12/2012 0:00
250,0,0,,7/11/2012 0:00,Kendall Creek Nooksack,0,0,0,0,250,0,Spring Chinook,,0,0,7/12/2012 0:00
2087,0,0,,7/11/2012 0:00,Wallace River Skykomish,30,0,0,14,2073,0,Summer Chinook,,0,0,7/12/2012 0:00
221,221,0,Released upstream of trap.,7/11/2012 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon,0,0,7/12/2012 0:00
350,0,0,,7/18/2012 0:00,Kendall Creek Nooksack,0,0,0,0,350,0,Spring Chinook,,0,0,7/19/2012 0:00
2087,0,0,,7/18/2012 0:00,Wallace River Skykomish,30,0,0,14,2073,0,Summer Chinook,,0,0,7/19/2012 0:00
2,0,2,First report of the season.,7/18/2012 0:00,Sol Duc,0,0,0,0,0,0,Summer Coho,Sol Duc- H,0,0,7/19/2012 0:00
4287,0,0,First report of the season.,7/18/2012 0:00,Baker,0,0,0,1,4286,0,Sockeye,Baker,0,0,7/19/2012 0:00
1,1,0,First report of the season.,7/18/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Chum,Cowlitz- W,0,0,7/19/2012 0:00
6,6,0,,7/18/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,7/19/2012 0:00
189,189,0,,7/18/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,7/19/2012 0:00
2,2,0,,7/18/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,7/19/2012 0:00
500,0,0,First report of the season.,7/25/2012 0:00,George Adams George Adams,0,0,0,0,500,0,Fall Chinook,,0,0,7/26/2012 0:00
400,0,0,,7/25/2012 0:00,Kendall Creek Nooksack,0,0,0,0,400,0,Spring Chinook,,0,0,7/26/2012 0:00
3925,0,6,,7/25/2012 0:00,Wallace River Skykomish,40,0,0,36,3883,0,Summer Chinook,,0,0,7/26/2012 0:00
3,0,3,,7/25/2012 0:00,Sol Duc,0,0,0,0,0,0,Summer Coho,Sol Duc- H,0,0,7/26/2012 0:00
5287,0,0,,7/25/2012 0:00,Baker,0,0,0,12,5275,0,Sockeye,Baker,0,0,7/26/2012 0:00
1,1,0,,7/25/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Chum,Cowlitz- W,0,0,7/26/2012 0:00
6,6,0,,7/25/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,7/26/2012 0:00
252,252,0,Released upstream of trap.,7/25/2012 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon,0,0,7/26/2012 0:00
194,194,0,,7/25/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,7/26/2012 0:00
2,2,0,,7/25/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,7/26/2012 0:00
4,2,2,First report of the season.,7/27/2012 0:00,Sunset Falls Skykomish,3,0,0,0,0,0,Summer Chinook,,0,0,8/2/2012 0:00
16,16,0,First report of the season.,7/27/2012 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,8/2/2012 0:00
2475,0,950,,8/1/2012 0:00,George Adams George Adams,75,0,0,0,1525,0,Fall Chinook,,0,0,8/2/2012 0:00
12,0,12,,8/1/2012 0:00,Sol Duc,0,0,0,0,0,0,Summer Coho,Sol Duc- H,0,0,8/2/2012 0:00
5858,0,0,,8/1/2012 0:00,Baker,0,0,0,16,5842,0,Sockeye,Baker,0,0,8/2/2012 0:00
1,1,0,,8/1/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Chum,Cowlitz- W,0,0,8/2/2012 0:00
6,6,0,,8/1/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,8/2/2012 0:00
207,207,0,,8/1/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,8/2/2012 0:00
2,2,0,,8/1/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,8/2/2012 0:00
19,17,2,,8/3/2012 0:00,Sunset Falls Skykomish,4,0,0,0,0,0,Summer Chinook,,0,0,8/13/2012 0:00
60,0,60,,8/3/2012 0:00,Sunset Falls Skykomish- H,0,0,0,0,0,0,Summer Steelhead,,0,0,8/13/2012 0:00
26,26,0,,8/3/2012 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,8/13/2012 0:00
3,3,0,,8/6/2012 0:00,COWLITZ SALMON HATCH,0,0,0,0,0,0,Chum,Cowlitz River- W,0,0,8/16/2012 0:00
3,1,0,,8/7/2012 0:00,COWLITZ SALMON HATCH Cowlitz River- H,0,0,0,0,2,0,Anadromous Coastal Cutthroat,,0,0,8/16/2012 0:00
2425,0,1332,,8/8/2012 0:00,George Adams George Adams,149,0,0,0,1093,0,Fall Chinook,,0,0,8/13/2012 0:00
500,0,0,,8/8/2012 0:00,Kendall Creek Nooksack,19,193,0,7,300,0,Spring Chinook,,0,405500,8/13/2012 0:00
141,0,141,,8/8/2012 0:00,Sol Duc,0,0,0,0,0,0,Summer Coho,Sol Duc- H,0,0,8/13/2012 0:00
6054,0,0,,8/8/2012 0:00,Baker,0,0,0,24,6030,0,Sockeye,Baker,0,0,8/13/2012 0:00
3,3,0,,8/8/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Chum,Cowlitz- W,0,0,8/13/2012 0:00
7,7,0,,8/8/2012 0:00,Cowlitz Salmon Cowlitz- W,0,0,0,0,0,0,Anadromous Cutthroat,,0,0,8/13/2012 0:00
241,241,0,,8/8/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Whitefish,Cowlitz- W,0,0,8/13/2012 0:00
2,2,0,,8/8/2012 0:00,Cowlitz Salmon,0,0,0,0,0,0,Sucker,Cowlitz- W,0,0,8/13/2012 0:00
7,0,10,Shipped to Wallace Ri,8/10/2012 0:00,SUNSET FALLS FCF,3,0,0,0,0,0,Summer Chinook,Skykomish River- H,0,0,8/16/2012 0:00
99,99,60,Shipped to Wallace Ri,8/10/2012 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Summer Steelhead,Skykomish River- H,0,0,8/16/2012 0:00
32,32,0,,8/10/2012 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,8/16/2012 0:00
527,0,0,,8/14/2012 0:00,SOLDUC HATCHERY,0,0,0,0,34,0,Summer Coho,Sol Duc River- H,493,0,8/16/2012 0:00
6115,0,0,,8/14/2012 0:00,BAKER LK HATCHERY,0,0,0,36,6079,0,Sockeye,Baker River- H,0,0,8/16/2012 0:00
279,279,0,,8/14/2012 0:00,COWLITZ SALMON HATCH,0,0,0,0,0,0,Whitefish,Cowlitz River- W,0,0,8/16/2012 0:00
6719,0,0,,8/15/2012 0:00,GEORGE ADAMS HATCHRY,667,0,0,0,1200,500,Fall Chinook,George Adams- H,5686,0,8/16/2012 0:00
749,0,0,,8/15/2012 0:00,KENDALL CR HATCHERY,20,193,0,7,350,19,Spring Chinook,Nooksack River- H,200,0,8/16/2012 0:00
5,5,0,,8/15/2012 0:00,COWLITZ SALMON HATCH,0,0,0,0,0,0,Sucker: General,Cowlitz River- W,0,0,8/16/2012 0:00
6115,0,0,,8/16/2012 0:00,BAKER LK HATCHERY,0,0,0,39,6076,0,Sockeye,Baker River- H,0,0,8/23/2012 0:00
4,4,0,,8/16/2012 0:00,COWLITZ SALMON HATCH Cowlitz River- H,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,8/23/2012 0:00
15,0,21,Shipped to Wallace Ri,8/17/2012 0:00,SUNSET FALLS FCF,6,0,0,0,0,0,Summer Chinook,Skykomish River- H,0,0,8/23/2012 0:00
5,6,0,,8/17/2012 0:00,SUNSET FALLS FCF,1,0,0,0,0,0,Coho,Skykomish River- W,0,0,8/23/2012 0:00
125,0,125,Shipped to Wallace Ri,8/17/2012 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Summer Steelhead,Skykomish River- H,0,0,8/23/2012 0:00
35,35,0,,8/17/2012 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,8/23/2012 0:00
10,10,0,,8/17/2012 0:00,COWLITZ SALMON HATCH,0,0,0,0,0,0,Sucker: General,Cowlitz River- W,0,0,8/23/2012 0:00
810,0,0,,8/21/2012 0:00,SOLDUC HATCHERY,0,0,0,0,64,0,Summer Coho,Sol Duc River- H,746,0,8/23/2012 0:00
7075,0,0,,8/22/2012 0:00,GEORGE ADAMS HATCHRY,705,0,0,5,2051,38,Fall Chinook,George Adams- H,5686,0,8/23/2012 0:00
919,0,0,,8/22/2012 0:00,KENDALL CR HATCHERY,20,290,0,22,300,17,Spring Chinook,Nooksack River- H,310,0,8/23/2012 0:00
281,281,0,,8/22/2012 0:00,COWLITZ SALMON HATCH,0,0,0,0,0,0,Whitefish,Cowlitz River- W,0,0,8/23/2012 0:00
289,289,0,,8/23/2012 0:00,COWLITZ SALMON HATCH,0,0,0,0,0,0,Whitefish,Cowlitz River- W,0,0,8/30/2012 0:00
23,0,32,Shipped to Wallace Ri,8/24/2012 0:00,SUNSET FALLS FCF,9,0,0,0,0,0,Summer Chinook,Skykomish River- H,0,0,8/30/2012 0:00
27,29,0,,8/24/2012 0:00,SUNSET FALLS FCF,2,0,0,0,0,0,Coho,Skykomish River- W,0,0,8/30/2012 0:00
4,4,0,,8/24/2012 0:00,COWLITZ SALMON HATCH,0,0,0,0,0,0,Chum,Cowlitz River- W,0,0,8/30/2012 0:00
125,0,125,Shipped to Wallace Ri,8/24/2012 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Summer Steelhead,Skykomish River- H,0,0,8/30/2012 0:00
39,39,0,,8/24/2012 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,8/30/2012 0:00
0,1,0,,8/27/2012 0:00,COWLITZ SALMON HATCH,1,0,0,0,0,0,Type N Coho,Cowlitz River- W,0,0,8/30/2012 0:00
7,7,0,,8/27/2012 0:00,COWLITZ SALMON HATCH Cowlitz River- H,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,8/30/2012 0:00
1019,0,0,,8/28/2012 0:00,KENDALL CR HATCHERY,20,382,0,29,201,16,Spring Chinook,Nooksack River- H,411,0,8/30/2012 0:00
915,0,0,,8/28/2012 0:00,SOLDUC HATCHERY,0,0,0,0,75,0,Summer Coho,Sol Duc River- H,840,0,8/30/2012 0:00
10637,0,0,,8/29/2012 0:00,GEORGE ADAMS HATCHRY,905,0,0,5,3970,38,Fall Chinook,George Adams- H,7529,0,8/30/2012 0:00
10,0,0,,8/29/2012 0:00,LEWIS RIVER HATCHERY,5,0,0,0,0,0,Type S Coho,Lewis River- H,15,0,8/30/2012 0:00
6131,0,0,,8/29/2012 0:00,BAKER LK HATCHERY,0,0,0,52,6079,0,Sockeye,Baker River- H,0,0,8/30/2012 0:00
11,11,0,,8/30/2012 0:00,COWLITZ SALMON HATCH Cowlitz River- H,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,9/6/2012 0:00
1,1,0,,8/31/2012 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Pink,Skykomish River- W,0,0,9/20/2012 0:00
43,43,0,,8/31/2012 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,9/20/2012 0:00
950,0,0,,9/4/2012 0:00,SOLDUC HATCHERY,0,0,0,0,75,0,Summer Coho,Sol Duc River- H,875,0,9/6/2012 0:00
5,6,0,,9/4/2012 0:00,COWLITZ SALMON HATCH,1,0,0,0,0,0,Type N Coho,Cowlitz River- W,0,0,9/6/2012 0:00
1,2,0,,9/4/2012 0:00,KALAMA FALLS HATCHRY,1,0,0,0,0,0,Type S Coho,Kalama River- H,0,0,9/6/2012 0:00
15037,0,0,,9/5/2012 0:00,GEORGE ADAMS HATCHRY,1505,282,0,121,4069,310,Fall Chinook,George Adams- H,11760,0,9/6/2012 0:00
1176,0,0,,9/5/2012 0:00,KENDALL CR HATCHERY,39,382,0,31,0,0,Spring Chinook,Nooksack River- H,802,0,9/6/2012 0:00
1,0,0,,9/5/2012 0:00,MINTER CR HATCHERY,0,0,0,0,1,0,Chum,Minter Creek- H,0,0,9/6/2012 0:00
4,0,0,,9/6/2012 0:00,BAKER LK HATCHERY,0,0,0,0,4,0,Coho,Skagit River- W,0,0,9/13/2012 0:00
12,14,0,,9/10/2012 0:00,WHITEHORSE POND,2,0,0,0,0,0,Summer Chinook,Stillaguamish River- H,0,0,9/13/2012 0:00
101,0,0,,9/10/2012 0:00,NORTH TOUTLE HATCHRY,0,0,0,0,50,0,Type S Coho,Toutle River- H,51,0,9/13/2012 0:00
16937,0,0,,9/11/2012 0:00,GEORGE ADAMS HATCHRY,1805,624,0,385,2041,200,Fall Chinook,George Adams- H,15492,0,9/13/2012 0:00
1061,0,0,,9/11/2012 0:00,SOLDUC HATCHERY,1,0,0,0,83,0,Summer Coho,Sol Duc River- H,979,0,9/13/2012 0:00
22,0,0,,9/11/2012 0:00,WHITEHORSE POND,0,0,0,1,21,0,Summer Steelhead,Stillaguamish River- H,0,0,9/13/2012 0:00
12,11,0,,9/11/2012 0:00,COWLITZ SALMON HATCH Cowlitz River- H,0,0,0,0,1,0,Anadromous Coastal Cutthroat,,0,0,9/13/2012 0:00
7,3,0,,9/12/2012 0:00,COWLITZ SALMON HATCH,1,0,0,0,5,0,Type N Coho,Cowlitz River- H,0,0,9/13/2012 0:00
6131,0,0,,9/12/2012 0:00,BAKER LK HATCHERY,0,0,0,82,6049,0,Sockeye,Baker River- H,0,0,9/13/2012 0:00
0,0,0,,9/13/2012 0:00,MARBLEMOUNT HATCHERY,0,0,0,0,0,0,Summer Chinook,Skagit River- M,0,21500,9/20/2012 0:00
24,0,0,,9/16/2012 0:00,WHITEHORSE POND,0,0,0,1,23,0,Summer Steelhead,Stillaguamish River- H,0,0,9/20/2012 0:00
6,0,0,,9/17/2012 0:00,BAKER LK HATCHERY,0,0,0,0,6,0,Coho,Skagit River- W,0,0,9/20/2012 0:00
233,0,0,,9/17/2012 0:00,NORTH TOUTLE HATCHRY,0,0,0,0,127,0,Type S Coho,Toutle River- H,106,0,9/20/2012 0:00
1081,0,0,,9/18/2012 0:00,SOLDUC HATCHERY,1,0,0,0,83,0,Summer Coho,Sol Duc River- H,999,0,9/20/2012 0:00
1176,0,0,Final in-season estim,9/19/2012 0:00,KENDALL CR HATCHERY Nooksack River- H,39,382,0,31,0,0,Spring Chinook,,802,0,
2,0,0,,9/19/2012 0:00,COWLITZ SALMON HATCH Cowlitz River- W,0,0,0,2,0,0,Northern Pikeminnow,,0,0,
12,0,0,,9/19/2012 0:00,TOKUL CR HATCHERY,0,0,0,0,0,0,Fall Chinook,Snohomish River- H,12,0,9/20/2012 0:00
1176,0,0,,9/19/2012 0:00,KENDALL CR HATCHERY,39,382,0,31,0,0,Spring Chinook,Nooksack River- H,802,0,9/20/2012 0:00
115,119,0,,9/19/2012 0:00,COWLITZ SALMON HATCH,61,0,0,1,56,0,Type N Coho,Cowlitz River- H,0,0,9/20/2012 0:00
18,11,0,,9/19/2012 0:00,COWLITZ SALMON HATCH Cowlitz River- H,0,0,0,0,7,0,Anadromous Coastal Cutthroat,,0,0,9/20/2012 0:00
20,20,0,,9/19/2012 0:00,COWLITZ SALMON HATCH,0,0,0,0,0,0,Sucker: General,Cowlitz River- W,0,0,9/20/2012 0:00
6131,0,0,,9/20/2012 0:00,BAKER LK HATCHERY,0,0,0,99,6032,0,Sockeye,Baker River- H,0,0,9/20/2012 0:00
21,0,0,,9/21/2012 0:00,TOKUL CR HATCHERY,0,0,0,0,0,0,Fall Chinook,Snohomish River- H,21,0,9/27/2012 0:00
1,1,0,,9/21/2012 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Pink,Skykomish River- W,0,0,9/27/2012 0:00
50,50,0,,9/21/2012 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,9/27/2012 0:00
30,30,0,,9/21/2012 0:00,COWLITZ SALMON HATCH,0,0,0,0,0,0,Sucker: General,Cowlitz River- W,0,0,9/27/2012 0:00
308,0,0,,9/24/2012 0:00,NORTH TOUTLE HATCHRY,0,0,0,0,171,0,Type S Coho,Toutle River- H,137,0,9/27/2012 0:00
0,0,0,,9/25/2012 0:00,MARBLEMOUNT HATCHERY,0,0,0,0,0,0,Summer Chinook,Skagit River- M,0,152800,9/27/2012 0:00
1131,0,0,,9/25/2012 0:00,SOLDUC HATCHERY,1,0,0,0,83,0,Summer Coho,Sol Duc River- H,1049,0,9/27/2012 0:00
6131,0,0,,9/25/2012 0:00,BAKER LK HATCHERY,0,0,0,117,6014,0,Sockeye,Baker River- H,0,0,9/27/2012 0:00
230,0,0,,9/25/2012 0:00,SPEELYAI HATCHERY,0,0,0,0,230,0,Kokanee,Lake Merwin- H,0,0,9/27/2012 0:00
468,613,0,,9/26/2012 0:00,COWLITZ SALMON HATCH,293,0,0,1,145,2,Type N Coho,Cowlitz River- H,0,0,9/27/2012 0:00
23,11,0,,9/26/2012 0:00,COWLITZ SALMON HATCH Cowlitz River- H,0,0,0,0,12,0,Anadromous Coastal Cutthroat,,0,0,9/27/2012 0:00
1,0,0,,9/29/2012 0:00,MINTER CR HATCHERY,0,0,0,0,0,0,Chum,Minter Creek- H,1,0,10/4/2012 0:00
426,0,0,,10/1/2012 0:00,NORTH TOUTLE HATCHRY,3,0,0,0,220,0,Type S Coho,Toutle River- H,209,0,10/4/2012 0:00
0,0,0,,10/2/2012 0:00,MARBLEMOUNT HATCHERY,0,0,0,0,0,0,Summer Chinook,Skagit River- M,0,210800,10/4/2012 0:00
